Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Stipend,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Intern_Satisfaction_Score,Resigned,Hire_Year,Hire_Month
22916,Legal,Female,53,Engineer,2026-03-18 03:05:36,0,Bachelor,1,6600,59,44,1,11,25,3,47,2,4.58,False,2026,3
22917,Marketing,Male,50,Specialist,2026-03-18 03:05:36,5,Master,3,5850,56,5,18,5,0,8,84,1,3.74,False,2026,3
22918,Sales,Male,51,Analyst,2026-03-18 03:05:36,9,Bachelor,3,5200,46,4,24,10,0,9,6,0,2.47,False,2026,3
22919,Sales,Male,51,Developer,2026-03-18 03:05:36,5,Master,3,6500,56,47,28,7,75,4,91,1,3.45,False,2026,3
22920,Operations,Female,36,Analyst,2026-03-18 03:05:36,7,Bachelor,1,4400,39,29,8,1,0,17,60,1,3.68,False,2026,3
22921,Sales,Male,42,Developer,2026-03-18 03:05:36,9,High School,5,7500,38,28,29,6,50,8,58,1,2.55,False,2026,3
22922,HR,Male,57,Manager,2026-03-18 03:05:36,7,High School,4,8400,48,23,26,0,100,5,81,0,4.09,False,2026,3
22923,Finance,Female,60,Technician,2026-03-18 03:05:36,8,Bachelor,5,5250,50,32,13,8,100,13,78,1,4.32,False,2026,3
22924,Finance,Other,54,Engineer,2026-03-18 03:05:36,8,Bachelor,4,8400,40,2,25,14,25,4,2,2,3.09,False,2026,3
22925,Sales,Female,40,Consultant,2026-03-18 03:05:36,6,Bachelor,3,7150,32,26,5,0,75,5,4,2,2.02,False,2026,3
22926,Customer Support,Male,45,Consultant,2026-03-18 03:05:36,5,Bachelor,4,7700,35,23,8,14,25,13,96,0,2.37,False,2026,3
22927,Legal,Male,35,Engineer,2026-03-18 03:05:36,6,Bachelor,2,7200,50,34,5,10,50,13,63,1,2.67,False,2026,3
22928,IT,Male,58,Technician,2026-03-18 03:05:36,7,High School,5,5250,50,40,17,11,100,11,31,0,4.74,False,2026,3
22929,IT,Female,46,Engineer,2026-03-18 03:05:36,5,High School,4,8400,31,2,19,14,75,7,87,2,1.63,False,2026,3
22930,HR,Female,30,Technician,2026-03-18 03:05:36,5,Master,4,4900,44,19,26,8,100,7,54,0,4.84,False,2026,3
22931,Marketing,Female,51,Analyst,2026-03-18 03:05:36,4,Bachelor,4,5600,48,11,26,13,75,16,38,0,1.82,False,2026,3
22932,Finance,Female,29,Developer,2026-03-18 03:05:36,3,Bachelor,5,7500,49,32,14,7,0,1,46,2,4.56,True,2026,3
22933,Customer Support,Other,33,Consultant,2026-03-18 03:05:36,3,High School,2,6600,59,38,1,1,0,4,63,2,4.29,False,2026,3
22934,Finance,Male,50,Manager,2026-03-18 03:05:36,8,Master,1,6600,52,17,10,9,0,2,18,2,1.06,False,2026,3
22935,HR,Female,50,Engineer,2026-03-18 03:05:36,0,Bachelor,3,7800,47,22,20,9,100,2,86,2,3.36,False,2026,3
22936,IT,Male,47,Technician,2026-03-18 03:05:36,1,High School,2,4200,57,28,21,10,25,11,55,0,3.47,False,2026,3
22937,Legal,Male,32,Developer,2026-03-18 03:05:36,3,Bachelor,1,5500,35,18,7,2,50,3,23,1,2.9,False,2026,3
22938,Sales,Female,43,Manager,2026-03-18 03:05:36,1,Bachelor,4,8400,36,3,5,13,100,12,96,1,3.75,False,2026,3
22939,IT,Male,60,Specialist,2026-03-18 03:05:36,6,High School,2,5400,49,20,7,14,50,12,97,0,3.56,False,2026,3
22940,Legal,Female,29,Developer,2026-03-18 03:05:36,5,Bachelor,4,7000,37,43,22,0,50,19,9,1,4.23,False,2026,3
22941,Engineering,Female,43,Analyst,2026-03-18 03:05:36,8,Bachelor,3,5200,48,28,6,11,100,10,1,0,4.51,False,2026,3
22942,Legal,Female,37,Technician,2026-03-18 03:05:36,2,Bachelor,3,4550,44,22,1,1,100,5,7,0,4.43,False,2026,3
22943,HR,Female,45,Technician,2026-03-18 03:05:36,3,High School,4,4900,36,46,24,13,25,5,35,1,2.65,False,2026,3
22944,HR,Female,36,Technician,2026-03-18 03:05:36,5,High School,4,4900,37,28,3,1,100,4,53,0,3.37,False,2026,3
22945,HR,Male,57,Analyst,2026-03-18 03:05:36,5,Bachelor,2,4800,44,42,17,10,25,16,9,1,3.27,False,2026,3
22946,IT,Female,38,Technician,2026-03-18 03:05:36,2,Bachelor,4,4900,52,2,1,3,0,16,18,1,2.19,False,2026,3
22947,Marketing,Male,30,Engineer,2026-03-18 03:05:36,9,High School,1,6600,48,38,6,1,25,8,22,1,1.92,False,2026,3
22948,Finance,Female,52,Consultant,2026-03-18 03:05:36,1,Bachelor,1,6050,56,11,7,4,25,17,79,1,1.88,False,2026,3
22949,Marketing,Female,23,Developer,2026-03-18 03:05:36,3,Bachelor,2,6000,56,43,14,13,0,9,89,2,3.57,False,2026,3
22950,IT,Female,28,Developer,2026-03-18 03:05:36,5,Bachelor,5,7500,50,45,1,12,75,15,91,2,4.75,False,2026,3
22951,HR,Female,52,Developer,2026-03-18 03:05:36,9,Bachelor,5,7500,34,10,14,0,0,13,29,1,4.55,False,2026,3
22952,HR,Male,46,Technician,2026-03-18 03:05:36,0,Bachelor,1,3850,50,47,19,10,100,7,13,0,3.45,False,2026,3
22953,Engineering,Female,28,Analyst,2026-03-18 03:05:36,7,Bachelor,1,4400,57,17,1,6,25,10,53,1,4.26,False,2026,3
22954,HR,Female,58,Specialist,2026-03-18 03:05:36,6,Bachelor,5,6750,33,5,11,4,25,19,37,1,3.54,False,2026,3
22955,Customer Support,Male,60,Developer,2026-03-18 03:05:36,3,Master,1,5500,36,40,7,13,50,11,81,0,2.22,False,2026,3
22956,Marketing,Female,43,Engineer,2026-03-18 03:05:36,5,Master,4,8400,40,16,0,6,100,9,47,2,4.84,False,2026,3
22957,Engineering,Male,23,Specialist,2026-03-18 03:05:36,8,High School,4,6300,55,6,1,6,50,4,35,1,2.51,True,2026,3
22958,Marketing,Female,50,Engineer,2026-03-18 03:05:36,3,Bachelor,2,7200,60,2,24,7,0,9,72,1,2.53,False,2026,3
22959,Customer Support,Female,34,Consultant,2026-03-18 03:05:36,6,Master,5,8250,30,37,22,13,25,15,60,0,4.47,False,2026,3
22960,Customer Support,Female,56,Manager,2026-03-18 03:05:36,1,Bachelor,3,7800,48,22,9,14,0,17,86,1,1.42,False,2026,3
22961,Sales,Male,47,Engineer,2026-03-18 03:05:36,0,Bachelor,4,8400,31,35,25,14,50,6,43,2,4.23,False,2026,3
22962,IT,Male,26,Consultant,2026-03-18 03:05:36,3,Bachelor,1,6050,55,35,7,12,25,1,85,2,3.0,False,2026,3
22963,Finance,Female,58,Consultant,2026-03-18 03:05:36,7,Master,2,6600,40,36,4,12,0,19,67,2,1.01,False,2026,3
22964,Legal,Female,38,Developer,2026-03-18 03:05:36,7,Master,2,6000,55,3,0,3,50,17,26,1,1.9,False,2026,3
22965,Legal,Female,52,Developer,2026-03-18 03:05:36,2,High School,2,6000,54,48,18,3,75,6,10,1,3.06,False,2026,3
22966,Sales,Male,38,Manager,2026-03-18 03:05:36,1,Bachelor,4,8400,32,11,27,9,75,11,48,1,1.48,True,2026,3
22967,Operations,Male,50,Technician,2026-03-18 03:05:36,8,High School,2,4200,30,46,21,12,0,4,8,0,3.61,False,2026,3
22968,Marketing,Female,41,Manager,2026-03-18 03:05:36,6,Bachelor,3,7800,46,6,18,0,100,15,30,2,1.69,False,2026,3
22969,Finance,Female,26,Manager,2026-03-18 03:05:36,6,High School,1,6600,34,3,5,0,50,12,76,0,3.21,False,2026,3
22970,Customer Support,Male,34,Technician,2026-03-18 03:05:36,5,High School,3,4550,49,49,7,4,50,10,17,1,1.0,False,2026,3
22971,Marketing,Female,53,Analyst,2026-03-18 03:05:36,4,High School,2,4800,37,26,13,7,0,3,26,2,1.95,False,2026,3
22972,Sales,Male,48,Specialist,2026-03-18 03:05:36,2,Bachelor,5,6750,31,28,19,13,25,9,54,1,3.24,False,2026,3
22973,IT,Male,37,Consultant,2026-03-18 03:05:36,5,Bachelor,5,8250,33,16,3,0,0,9,2,0,1.88,False,2026,3
22974,IT,Female,58,Developer,2026-03-18 03:05:36,2,High School,5,7500,35,3,10,9,0,12,27,0,2.63,False,2026,3
22975,Customer Support,Female,43,Consultant,2026-03-18 03:05:36,0,Bachelor,5,8250,51,12,3,12,100,14,64,1,2.54,False,2026,3
22976,Operations,Female,55,Technician,2026-03-18 03:05:36,9,Bachelor,5,5250,59,45,2,12,75,14,62,1,1.91,False,2026,3
22977,Sales,Male,46,Specialist,2026-03-18 03:05:36,7,Bachelor,2,5400,46,21,11,10,75,13,92,2,3.78,True,2026,3
22978,Sales,Male,39,Engineer,2026-03-18 03:05:36,7,High School,5,9000,30,38,10,6,100,1,56,2,2.19,False,2026,3
22979,Legal,Female,24,Manager,2026-03-18 03:05:36,7,Bachelor,5,9000,51,8,18,10,50,17,41,1,2.22,False,2026,3
22980,Customer Support,Male,34,Specialist,2026-03-18 03:05:36,2,Bachelor,3,5850,55,0,10,0,50,17,18,0,3.33,False,2026,3
22981,Sales,Male,56,Consultant,2026-03-18 03:05:36,5,Bachelor,2,6600,32,9,16,2,0,7,89,2,3.3,False,2026,3
22982,Sales,Female,22,Analyst,2026-03-18 03:05:36,2,High School,1,4400,42,33,2,8,100,9,80,2,1.82,False,2026,3
22983,Engineering,Male,55,Manager,2026-03-18 03:05:36,9,High School,3,7800,33,16,6,10,50,8,43,1,1.58,False,2026,3
22984,HR,Male,34,Developer,2026-03-18 03:05:36,8,Master,1,5500,33,46,23,1,100,13,76,1,3.13,False,2026,3
22985,Legal,Female,44,Manager,2026-03-18 03:05:36,0,High School,2,7200,36,25,5,5,100,18,76,0,1.45,False,2026,3
22986,Operations,Female,45,Engineer,2026-03-18 03:05:36,2,Bachelor,2,7200,49,2,6,2,75,7,5,1,1.59,False,2026,3
22987,Sales,Male,24,Consultant,2026-03-18 03:05:36,2,Bachelor,1,6050,34,45,17,4,25,16,14,2,4.96,False,2026,3
22988,Sales,Female,23,Manager,2026-03-18 03:05:36,7,High School,5,9000,40,0,9,7,0,12,35,1,4.39,False,2026,3
22989,Operations,Female,43,Specialist,2026-03-18 03:05:36,3,Master,1,4950,31,16,13,0,50,10,86,0,3.15,False,2026,3
22990,IT,Female,41,Analyst,2026-03-18 03:05:36,1,High School,5,6000,39,10,18,4,25,5,45,0,1.13,True,2026,3
22991,IT,Male,49,Engineer,2026-03-18 03:05:36,4,High School,5,9000,30,41,6,10,0,14,78,0,3.39,True,2026,3
22992,Marketing,Male,50,Manager,2026-03-18 03:05:36,3,Master,3,7800,31,10,21,8,50,16,75,1,1.75,False,2026,3
22993,Finance,Male,49,Consultant,2026-03-18 03:05:36,3,High School,1,6050,33,6,12,9,100,2,27,1,1.17,True,2026,3
22994,Operations,Female,46,Manager,2026-03-18 03:05:36,4,Master,2,7200,57,5,13,1,25,7,7,0,2.99,False,2026,3
22995,HR,Male,33,Specialist,2026-03-18 03:05:36,8,Master,1,4950,35,14,8,4,50,1,47,0,4.04,False,2026,3
22996,Operations,Male,23,Consultant,2026-03-18 03:05:36,5,Bachelor,5,8250,44,25,18,3,75,1,12,1,1.1,False,2026,3
22997,HR,Other,43,Technician,2026-03-18 03:05:36,6,High School,4,4900,60,28,12,4,50,11,65,0,2.09,False,2026,3
22998,Engineering,Female,46,Specialist,2026-03-18 03:05:36,9,Bachelor,5,6750,59,49,17,4,75,17,91,0,2.67,False,2026,3
22999,Legal,Female,34,Technician,2026-03-18 03:05:36,3,High School,4,4900,56,19,15,0,0,3,15,2,4.23,False,2026,3
23000,Operations,Male,55,Engineer,2026-03-18 03:05:36,2,High School,1,6600,31,37,5,12,100,19,45,2,1.66,False,2026,3
23001,Legal,Female,58,Manager,2026-03-18 03:05:36,6,High School,1,6600,54,37,6,0,0,17,71,0,4.41,False,2026,3
23002,Finance,Female,58,Technician,2026-03-18 03:05:36,4,Bachelor,3,4550,31,49,7,12,25,17,71,1,2.19,False,2026,3
23003,Finance,Female,32,Technician,2026-03-18 03:05:36,2,Master,1,3850,39,42,8,12,0,13,25,0,2.44,False,2026,3
23004,Legal,Male,30,Manager,2026-03-18 03:05:36,2,High School,4,8400,39,40,16,12,100,7,32,2,3.82,False,2026,3
23005,Marketing,Female,37,Technician,2026-03-18 03:05:36,5,Bachelor,2,4200,31,25,2,1,100,2,16,0,4.61,False,2026,3
23006,Engineering,Female,31,Analyst,2026-03-18 03:05:36,4,High School,2,4800,34,38,12,9,25,1,10,2,2.95,False,2026,3
23007,Marketing,Male,47,Engineer,2026-03-18 03:05:36,0,Bachelor,2,7200,58,45,13,1,0,12,48,0,3.58,False,2026,3
23008,Engineering,Female,44,Engineer,2026-03-18 03:05:36,0,Master,1,6600,59,44,2,12,50,13,72,2,1.34,False,2026,3
23009,Finance,Male,29,Manager,2026-03-18 03:05:36,9,Bachelor,1,6600,46,11,13,9,50,13,94,0,2.89,False,2026,3
23010,Engineering,Male,33,Consultant,2026-03-18 03:05:36,9,Bachelor,4,7700,60,39,0,12,25,12,17,0,2.28,True,2026,3
23011,Engineering,Female,49,Specialist,2026-03-18 03:05:36,3,Bachelor,1,4950,54,20,20,7,0,8,70,1,2.49,False,2026,3
23012,Engineering,Female,27,Technician,2026-03-18 03:05:36,0,High School,4,4900,38,21,18,10,75,14,70,1,4.3,False,2026,3
23013,Operations,Female,52,Technician,2026-03-18 03:05:36,7,High School,4,4900,36,1,17,14,50,18,53,1,2.42,False,2026,3
23014,Operations,Male,23,Manager,2026-03-18 03:05:36,8,Bachelor,4,8400,57,21,8,14,0,5,40,1,3.68,False,2026,3
23015,Finance,Female,54,Developer,2026-03-18 03:05:36,9,Bachelor,3,6500,42,47,15,0,75,16,70,2,3.01,False,2026,3
23016,Finance,Other,37,Engineer,2026-03-18 03:05:36,1,Bachelor,4,8400,51,32,5,14,75,1,59,1,2.13,False,2026,3
23017,Legal,Male,53,Developer,2026-03-18 03:05:36,7,Bachelor,1,5500,36,46,15,11,100,12,40,1,1.69,False,2026,3
23018,Marketing,Female,22,Analyst,2026-03-18 03:05:36,5,Bachelor,3,5200,47,48,16,6,25,2,41,1,1.51,False,2026,3
23019,Customer Support,Female,46,Specialist,2026-03-18 03:05:36,8,High School,1,4950,42,29,25,5,75,13,48,2,4.02,False,2026,3
23020,Customer Support,Male,46,Technician,2026-03-18 03:05:36,5,Bachelor,3,4550,58,22,5,11,0,14,68,0,3.78,False,2026,3
23021,Engineering,Male,25,Manager,2026-03-18 03:05:36,5,Bachelor,2,7200,52,13,21,1,100,9,27,0,1.46,False,2026,3
23022,Operations,Male,24,Technician,2026-03-18 03:05:36,8,High School,5,5250,54,38,3,4,25,4,10,2,4.92,True,2026,3
23023,Operations,Female,22,Consultant,2026-03-18 03:05:36,7,Bachelor,4,7700,58,48,2,2,25,8,85,2,4.7,False,2026,3
23024,HR,Male,35,Consultant,2026-03-18 03:05:36,2,High School,2,6600,33,11,19,0,50,12,78,0,4.6,False,2026,3
23025,Engineering,Male,31,Analyst,2026-03-18 03:05:36,2,Bachelor,5,6000,53,25,0,7,75,3,19,0,1.91,False,2026,3
23026,Finance,Male,38,Manager,2026-03-18 03:05:36,5,Master,4,8400,40,28,23,1,100,10,37,2,1.08,False,2026,3
23027,Customer Support,Female,52,Manager,2026-03-18 03:05:36,0,High School,3,7800,60,24,2,9,50,3,45,0,3.52,False,2026,3
23028,IT,Male,49,Consultant,2026-03-18 03:05:36,1,Bachelor,4,7700,46,47,29,14,0,19,43,0,2.85,False,2026,3
23029,Legal,Female,51,Consultant,2026-03-18 03:05:36,9,Master,5,8250,32,30,22,9,100,2,68,1,2.07,False,2026,3
23030,Sales,Female,23,Manager,2026-03-18 03:05:36,4,Bachelor,5,9000,47,42,12,13,25,14,38,2,4.98,False,2026,3
23031,Customer Support,Other,27,Consultant,2026-03-18 03:05:36,8,Bachelor,1,6050,49,28,10,0,100,16,92,0,3.59,False,2026,3
23032,Sales,Female,59,Consultant,2026-03-18 03:05:36,0,High School,1,6050,37,41,17,5,25,5,69,1,2.37,False,2026,3
23033,IT,Other,39,Developer,2026-03-18 03:05:36,9,High School,2,6000,37,9,29,5,75,9,71,1,3.65,False,2026,3
23034,Marketing,Male,53,Engineer,2026-03-18 03:05:36,4,High School,4,8400,45,15,26,7,25,3,37,1,2.07,False,2026,3
23035,IT,Male,43,Manager,2026-03-18 03:05:36,4,Bachelor,4,8400,45,30,23,1,25,3,47,0,3.48,False,2026,3
23036,Sales,Male,51,Specialist,2026-03-18 03:05:36,8,High School,2,5400,40,42,8,5,100,4,58,1,2.5,False,2026,3
23037,IT,Female,31,Engineer,2026-03-18 03:05:36,0,Bachelor,5,9000,59,12,11,0,75,16,41,1,3.25,False,2026,3
23038,Operations,Female,58,Technician,2026-03-18 03:05:36,6,High School,3,4550,32,31,7,1,0,5,42,0,4.2,False,2026,3
23039,Finance,Female,55,Manager,2026-03-18 03:05:36,8,Bachelor,3,7800,59,43,29,2,75,8,48,2,4.66,False,2026,3
23040,Customer Support,Female,41,Developer,2026-03-18 03:05:36,7,Bachelor,3,6500,40,19,26,0,0,3,12,1,4.46,False,2026,3
23041,Legal,Female,29,Consultant,2026-03-18 03:05:36,3,Bachelor,4,7700,31,25,14,11,50,19,63,1,4.45,False,2026,3
23042,Legal,Male,41,Engineer,2026-03-18 03:05:36,3,Bachelor,3,7800,48,49,17,7,100,1,5,0,3.88,False,2026,3
23043,Sales,Male,27,Manager,2026-03-18 03:05:36,4,High School,4,8400,33,1,12,3,50,11,99,1,4.98,False,2026,3
23044,HR,Female,51,Engineer,2026-03-18 03:05:36,3,Master,3,7800,53,9,1,2,50,4,44,2,1.21,False,2026,3
23045,Legal,Female,46,Manager,2026-03-18 03:05:36,1,Master,3,7800,54,38,6,4,50,5,65,0,3.04,False,2026,3
23046,Finance,Male,48,Engineer,2026-03-18 03:05:36,4,High School,3,7800,44,13,29,14,50,19,22,1,1.71,False,2026,3
23047,IT,Female,44,Specialist,2026-03-18 03:05:36,7,Bachelor,4,6300,46,38,26,2,25,19,19,1,2.48,False,2026,3
23048,Operations,Male,35,Developer,2026-03-18 03:05:36,0,Master,5,7500,32,11,21,7,50,5,94,2,4.83,False,2026,3
23049,Finance,Male,57,Technician,2026-03-18 03:05:36,6,High School,1,3850,39,18,6,11,50,2,48,2,4.88,False,2026,3
23050,Operations,Male,41,Technician,2026-03-18 03:05:36,2,High School,3,4550,31,29,21,11,50,9,79,1,4.67,False,2026,3
23051,HR,Female,59,Manager,2026-03-18 03:05:36,3,Master,2,7200,54,46,19,2,50,5,21,0,4.57,False,2026,3
23052,HR,Male,33,Technician,2026-03-18 03:05:36,4,Master,2,4200,46,39,22,12,50,5,23,0,2.94,False,2026,3
23053,Operations,Female,31,Developer,2026-03-18 03:05:36,6,Bachelor,2,6000,59,30,19,2,75,13,11,2,1.16,False,2026,3
23054,Engineering,Female,59,Analyst,2026-03-18 03:05:36,4,Master,1,4400,32,41,13,3,100,9,62,1,1.22,False,2026,3
23055,Marketing,Female,51,Manager,2026-03-18 03:05:36,1,Bachelor,4,8400,48,35,15,8,0,18,34,0,1.48,False,2026,3
23056,Operations,Male,38,Manager,2026-03-18 03:05:36,2,Bachelor,3,7800,33,14,18,11,0,11,40,2,1.13,False,2026,3
23057,Sales,Male,28,Analyst,2026-03-18 03:05:36,5,High School,1,4400,48,17,24,6,25,19,12,0,1.37,False,2026,3
23058,Finance,Male,25,Developer,2026-03-18 03:05:36,4,PhD,5,7500,40,32,18,12,100,13,30,0,4.62,False,2026,3
23059,Marketing,Female,57,Engineer,2026-03-18 03:05:36,0,Bachelor,4,8400,50,43,26,3,100,2,22,0,1.47,False,2026,3
23060,Engineering,Female,31,Consultant,2026-03-18 03:05:36,9,Master,3,7150,36,22,5,6,100,2,46,2,1.68,False,2026,3
23061,Customer Support,Male,48,Technician,2026-03-18 03:05:36,9,Bachelor,2,4200,33,39,5,5,0,1,13,0,1.69,False,2026,3
23062,Engineering,Male,56,Specialist,2026-03-18 03:05:36,3,High School,5,6750,50,26,19,3,0,14,63,1,4.48,False,2026,3
23063,HR,Male,26,Analyst,2026-03-18 03:05:36,1,High School,1,4400,50,26,5,10,100,17,9,1,1.53,False,2026,3
23064,Legal,Male,37,Consultant,2026-03-18 03:05:36,7,High School,3,7150,46,11,17,3,75,5,71,0,3.08,False,2026,3
23065,Sales,Female,37,Engineer,2026-03-18 03:05:36,9,High School,3,7800,35,13,17,5,25,2,33,2,3.29,False,2026,3
23066,IT,Male,35,Consultant,2026-03-18 03:05:36,3,High School,2,6600,55,46,4,5,50,11,98,2,1.2,False,2026,3
23067,Customer Support,Other,59,Consultant,2026-03-18 03:05:36,1,Bachelor,2,6600,58,40,10,4,25,5,29,2,3.29,False,2026,3
23068,Engineering,Male,58,Analyst,2026-03-18 03:05:36,1,High School,1,4400,37,25,3,2,0,17,20,2,4.86,False,2026,3
23069,Customer Support,Male,38,Manager,2026-03-18 03:05:36,2,Bachelor,4,8400,30,1,25,13,25,16,64,2,1.52,False,2026,3
23070,Customer Support,Female,36,Specialist,2026-03-18 03:05:36,8,High School,5,6750,47,9,21,9,75,18,44,2,3.17,False,2026,3
23071,IT,Male,60,Technician,2026-03-18 03:05:36,6,High School,5,5250,46,1,3,4,100,8,99,0,1.51,False,2026,3
23072,HR,Female,51,Consultant,2026-03-18 03:05:36,2,High School,1,6050,57,20,15,9,50,9,60,0,1.53,False,2026,3
23073,Finance,Female,53,Specialist,2026-03-18 03:05:36,3,Bachelor,5,6750,50,32,20,2,75,11,97,2,3.65,False,2026,3
23074,Customer Support,Male,50,Analyst,2026-03-18 03:05:36,4,Bachelor,2,4800,43,35,7,4,0,15,4,1,4.82,True,2026,3
23075,Marketing,Female,56,Manager,2026-03-18 03:05:36,8,Bachelor,3,7800,34,30,1,11,0,12,74,0,1.57,False,2026,3
23076,IT,Male,31,Consultant,2026-03-18 03:05:36,0,Master,1,6050,59,20,29,2,75,16,26,1,4.49,False,2026,3
23077,Operations,Male,30,Analyst,2026-03-18 03:05:36,3,Bachelor,3,5200,32,1,12,0,75,4,69,2,2.77,False,2026,3
23078,Engineering,Female,29,Developer,2026-03-18 03:05:36,1,Bachelor,5,7500,53,4,27,9,75,6,34,0,4.22,False,2026,3
23079,HR,Male,51,Technician,2026-03-18 03:05:36,2,Bachelor,5,5250,56,19,16,8,25,11,44,2,2.19,False,2026,3
23080,Customer Support,Male,29,Analyst,2026-03-18 03:05:36,9,High School,1,4400,46,15,17,9,0,3,49,1,3.97,False,2026,3
23081,Engineering,Female,42,Developer,2026-03-18 03:05:36,7,Master,2,6000,34,14,16,1,75,14,2,1,1.99,False,2026,3
23082,Engineering,Female,33,Analyst,2026-03-18 03:05:36,3,Bachelor,3,5200,34,14,16,13,25,17,53,2,2.0,False,2026,3
23083,Finance,Male,32,Developer,2026-03-18 03:05:36,8,High School,5,7500,43,47,10,0,0,17,53,2,1.5,False,2026,3
23084,Sales,Male,57,Developer,2026-03-18 03:05:36,8,Bachelor,1,5500,37,42,3,14,0,5,26,0,3.26,True,2026,3
23085,HR,Male,35,Specialist,2026-03-18 03:05:36,7,High School,3,5850,32,47,8,9,100,6,40,1,2.66,False,2026,3
23086,Marketing,Male,22,Consultant,2026-03-18 03:05:36,3,High School,4,7700,46,46,29,9,75,10,94,2,4.18,False,2026,3
23087,Customer Support,Female,27,Technician,2026-03-18 03:05:36,5,Bachelor,2,4200,51,6,1,2,75,11,98,2,3.57,False,2026,3
23088,IT,Male,57,Consultant,2026-03-18 03:05:36,0,High School,4,7700,51,20,8,12,75,5,2,0,1.78,False,2026,3
23089,Operations,Female,25,Manager,2026-03-18 03:05:36,3,Bachelor,4,8400,42,16,25,7,0,10,91,1,1.58,False,2026,3
23090,Engineering,Female,31,Specialist,2026-03-18 03:05:36,2,Bachelor,5,6750,60,21,11,2,75,4,15,0,1.63,False,2026,3
23091,Marketing,Male,52,Analyst,2026-03-18 03:05:36,7,Master,1,4400,54,6,1,0,100,8,19,0,2.72,False,2026,3
23092,Operations,Female,59,Analyst,2026-03-18 03:05:36,2,High School,3,5200,54,17,11,2,100,15,33,1,4.76,False,2026,3
23093,IT,Male,28,Specialist,2026-03-18 03:05:36,0,High School,2,5400,33,41,22,1,25,7,89,1,2.22,False,2026,3
23094,Legal,Male,52,Developer,2026-03-18 03:05:36,6,High School,4,7000,55,34,17,11,25,3,85,0,2.27,False,2026,3
23095,HR,Female,39,Consultant,2026-03-18 03:05:36,9,High School,2,6600,45,3,17,8,25,11,53,2,3.0,False,2026,3
23096,Engineering,Male,47,Technician,2026-03-18 03:05:36,5,High School,3,4550,51,14,23,8,100,14,95,0,3.52,False,2026,3
23097,Customer Support,Male,28,Technician,2026-03-18 03:05:36,0,Bachelor,3,4550,31,13,11,1,75,19,35,2,3.86,False,2026,3
23098,HR,Female,46,Specialist,2026-03-18 03:05:36,8,Master,3,5850,44,46,28,7,25,16,63,0,4.7,False,2026,3
23099,Engineering,Female,27,Technician,2026-03-18 03:05:36,8,PhD,5,5250,42,29,2,9,25,15,7,0,4.3,False,2026,3
23100,Legal,Male,25,Analyst,2026-03-18 03:05:36,7,Master,1,4400,36,38,0,9,50,17,50,0,4.47,False,2026,3
23101,HR,Male,60,Technician,2026-03-18 03:05:36,7,Bachelor,2,4200,37,19,3,0,0,9,35,0,1.18,False,2026,3
23102,Operations,Female,56,Technician,2026-03-18 03:05:36,7,Master,4,4900,40,17,15,5,0,17,7,0,2.49,True,2026,3
23103,Finance,Female,49,Manager,2026-03-18 03:05:36,1,High School,4,8400,40,31,23,12,75,12,9,1,2.86,False,2026,3
23104,HR,Female,30,Consultant,2026-03-18 03:05:36,2,Bachelor,4,7700,42,33,20,2,25,12,77,1,2.57,False,2026,3
23105,Engineering,Male,34,Technician,2026-03-18 03:05:36,7,Bachelor,4,4900,53,41,1,8,50,8,10,1,2.67,False,2026,3
23106,Engineering,Female,36,Manager,2026-03-18 03:05:36,7,Bachelor,3,7800,51,1,19,10,50,8,76,2,2.64,False,2026,3
23107,Finance,Male,39,Engineer,2026-03-18 03:05:36,6,PhD,1,6600,54,44,12,2,0,11,27,2,3.91,False,2026,3
23108,IT,Male,32,Consultant,2026-03-18 03:05:36,7,Master,4,7700,40,8,29,0,25,6,46,0,4.15,False,2026,3
23109,Finance,Male,33,Specialist,2026-03-18 03:05:36,6,High School,4,6300,52,1,17,10,25,3,89,2,2.89,False,2026,3
23110,Operations,Female,43,Engineer,2026-03-18 03:05:36,0,High School,2,7200,36,30,13,3,100,16,51,0,4.22,False,2026,3
23111,Operations,Male,23,Specialist,2026-03-18 03:05:36,7,High School,5,6750,30,31,20,12,25,18,27,1,1.62,False,2026,3
23112,Legal,Male,56,Engineer,2026-03-18 03:05:36,8,Bachelor,4,8400,44,23,17,12,50,14,16,2,4.43,False,2026,3
23113,Finance,Female,45,Developer,2026-03-18 03:05:36,0,Bachelor,1,5500,50,10,17,10,75,10,67,1,1.96,True,2026,3
23114,Sales,Female,52,Technician,2026-03-18 03:05:36,0,High School,3,4550,38,20,28,5,75,19,11,1,4.98,False,2026,3
23115,Customer Support,Female,34,Analyst,2026-03-18 03:05:36,5,High School,1,4400,34,3,18,11,75,9,9,1,4.07,False,2026,3
23116,Marketing,Female,39,Engineer,2026-03-18 03:05:36,3,Bachelor,5,9000,35,15,2,2,75,1,25,0,2.79,False,2026,3
23117,Engineering,Female,32,Manager,2026-03-18 03:05:36,5,Bachelor,4,8400,51,8,14,7,100,3,47,0,1.38,False,2026,3
23118,Engineering,Male,56,Analyst,2026-03-18 03:05:36,0,Bachelor,5,6000,35,1,3,7,75,15,11,1,3.54,False,2026,3
